,品牌ID,品牌名称,城市,平台,日期,门店ID,门店名称,GMV,下单人数,商家实收,商户补贴,平台补贴,无效订单数,曝光人数,有效订单数,进店人数
150,6108,拌客（武宁路店）,上海,eleme,2020-07-23,337460136,拌客干拌麻辣烫(武宁路店),2770.0,54.0,937,1518,44,1,3335.0,54,247.0
151,6108,拌客（武宁路店）,上海,eleme,2020-07-14,337460136,拌客干拌麻辣烫(武宁路店),3213.0,62.0,1037,1803,58,1,3912.0,65,271.0
152,6108,拌客（武宁路店）,上海,eleme,2020-07-15,337460136,拌客干拌麻辣烫(武宁路店),3540.0,67.0,1223,1916,57,1,4531.0,68,342.0
153,6108,拌客（武宁路店）,上海,eleme,2020-07-20,337460136,拌客干拌麻辣烫(武宁路店),3772.0,72.0,1290,2054,82,1,3886.0,73,252.0
154,6108,拌客（武宁路店）,上海,eleme,2020-07-28,337460136,拌客干拌麻辣烫(武宁路店),4117.0,77.0,1412,2234,92,1,3959.0,78,296.0
155,6108,拌客（武宁路店）,上海,eleme,2020-06-21,337460136,拌客干拌麻辣烫(武宁路店),4318.0,85.0,1477,2334,91,1,6754.0,88,377.0
156,6108,拌客（武宁路店）,上海,eleme,2020-06-30,337460136,拌客干拌麻辣烫(武宁路店),4423.0,91.0,1432,2456,128,1,6666.0,95,344.0
157,6108,拌客（武宁路店）,上海,eleme,2020-06-27,337460136,拌客干拌麻辣烫(武宁路店),5250.0,100.0,1847,2790,154,1,6895.0,101,405.0
158,6108,拌客（武宁路店）,上海,eleme,2020-06-11,337460136,拌客干拌麻辣烫(武宁路店),6686.0,137.0,2091,3772,455,1,5873.0,141,449.0
159,6108,拌客（武宁路店）,上海,eleme,2020-06-01,337460136,拌客干拌麻辣烫(武宁路店),8848.0,186.0,2992,4767,841,1,10038.0,189,669.0
160,6108,拌客（武宁路店）,上海,eleme,2020-06-04,337460136,拌客干拌麻辣烫(武宁路店),11013.0,224.0,3780,5882,1111,1,8976.0,232,683.0
161,6108,拌客（武宁路店）,上海,eleme,2020-07-24,337460136,拌客干拌麻辣烫(武宁路店),2791.0,56.0,856,1629,43,2,2934.0,57,229.0
162,6108,拌客（武宁路店）,上海,eleme,2020-07-27,337460136,拌客干拌麻辣烫(武宁路店),2849.0,60.0,853,1660,58,2,3126.0,62,223.0
163,6108,拌客（武宁路店）,上海,eleme,2020-07-17,337460136,拌客干拌麻辣烫(武宁路店),3098.0,60.0,1047,1684,63,2,3343.0,62,250.0
164,6108,拌客（武宁路店）,上海,eleme,2020-07-21,337460136,拌客干拌麻辣烫(武宁路店),3174.0,63.0,1035,1776,71,2,3319.0,65,230.0
165,6108,拌客（武宁路店）,上海,eleme,2020-07-09,337460136,拌客干拌麻辣烫(武宁路店),3428.0,70.0,1114,1918,76,2,6061.0,71,290.0
166,6108,拌客（武宁路店）,上海,eleme,2020-07-01,337460136,拌客干拌麻辣烫(武宁路店),3824.0,72.0,1332,2050,64,2,5373.0,75,267.0
167,6108,拌客（武宁路店）,上海,eleme,2020-06-20,337460136,拌客干拌麻辣烫(武宁路店),5098.0,98.0,1713,2762,133,2,6295.0,103,365.0
168,6108,拌客（武宁路店）,上海,eleme,2020-06-24,337460136,拌客干拌麻辣烫(武宁路店),6058.0,120.0,2057,3286,114,2,6226.0,122,416.0
169,6108,拌客（武宁路店）,上海,eleme,2020-06-16,337460136,拌客干拌麻辣烫(武宁路店),6308.0,129.0,1913,3626,203,2,6561.0,131,465.0
170,6108,拌客（武宁路店）,上海,eleme,2020-06-08,337460136,拌客干拌麻辣烫(武宁路店),6646.0,148.0,2040,3767,693,2,4937.0,150,388.0
171,6108,拌客（武宁路店）,上海,eleme,2020-06-10,337460136,拌客干拌麻辣烫(武宁路店),7359.0,151.0,2419,4031,728,2,6280.0,158,446.0
172,6108,拌客（武宁路店）,上海,eleme,2020-06-07,337460136,拌客干拌麻辣烫(武宁路店),8415.0,169.0,2849,4541,837,2,8583.0,175,558.0
173,6108,拌客（武宁路店）,上海,eleme,2020-06-03,337460136,拌客干拌麻辣烫(武宁路店),9424.0,193.0,3171,5087,927,2,8917.0,201,677.0
174,6108,拌客（武宁路店）,上海,eleme,2020-07-05,337460136,拌客干拌麻辣烫(武宁路店),2690.0,51.0,902,1487,46,3,4701.0,52,224.0
175,6108,拌客（武宁路店）,上海,eleme,2020-06-25,337460136,拌客干拌麻辣烫(武宁路店),3726.0,77.0,1230,2057,74,3,5976.0,77,314.0
176,6108,拌客（武宁路店）,上海,eleme,2020-06-13,337460136,拌客干拌麻辣烫(武宁路店),5435.0,108.0,1669,3104,165,3,6939.0,113,410.0
177,6108,拌客（武宁路店）,上海,eleme,2020-06-14,337460136,拌客干拌麻辣烫(武宁路店),5646.0,118.0,1694,3267,176,3,6552.0,120,433.0
178,6108,拌客（武宁路店）,上海,eleme,2020-06-09,337460136,拌客干拌麻辣烫(武宁路店),7556.0,149.0,2575,4035,728,3,6265.0,157,427.0
179,6108,拌客（武宁路店）,上海,eleme,2020-06-05,337460136,拌客干拌麻辣烫(武宁路店),7396.0,153.0,2519,3962,419,3,8712.0,158,658.0
180,6108,拌客（武宁路店）,上海,eleme,2020-07-12,337460136,拌客干拌麻辣烫(武宁路店),1839.0,36.0,627,992,33,4,4003.0,37,165.0
181,6108,拌客（武宁路店）,上海,eleme,2020-07-06,337460136,拌客干拌麻辣烫(武宁路店),2878.0,53.0,1008,1532,62,4,3458.0,55,218.0
182,6108,拌客（武宁路店）,上海,eleme,2020-06-29,337460136,拌客干拌麻辣烫(武宁路店),4302.0,86.0,1364,2411,106,4,7079.0,92,367.0
183,6108,拌客（武宁路店）,上海,eleme,2020-06-19,337460136,拌客干拌麻辣烫(武宁路店),7207.0,151.0,2302,4009,175,4,6766.0,154,473.0
184,6108,拌客（武宁路店）,上海,eleme,2020-06-17,337460136,拌客干拌麻辣烫(武宁路店),7264.0,152.0,2221,4136,213,4,7233.0,154,473.0
185,6108,拌客（武宁路店）,上海,eleme,2020-06-12,337460136,拌客干拌麻辣烫(武宁路店),7507.0,155.0,2261,4299,205,4,4731.0,160,509.0
186,6108,拌客（武宁路店）,上海,eleme,2020-06-18,337460136,拌客干拌麻辣烫(武宁路店),6747.0,139.0,1886,4038,230,5,6786.0,144,485.0
187,6108,拌客（武宁路店）,上海,eleme,2020-06-15,337460136,拌客干拌麻辣烫(武宁路店),6062.0,127.0,1831,3499,181,11,7294.0,127,564.0
188,6108,拌客（武宁路店）,上海,meituan,2020-06-01,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
189,6108,拌客（武宁路店）,上海,meituan,2020-06-02,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
190,6108,拌客（武宁路店）,上海,meituan,2020-06-03,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
191,6108,拌客（武宁路店）,上海,meituan,2020-06-04,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
192,6108,拌客（武宁路店）,上海,meituan,2020-06-05,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
193,6108,拌客（武宁路店）,上海,meituan,2020-06-06,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
194,6108,拌客（武宁路店）,上海,meituan,2020-06-07,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
195,6108,拌客（武宁路店）,上海,meituan,2020-06-08,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
196,6108,拌客（武宁路店）,上海,meituan,2020-06-09,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
197,6108,拌客（武宁路店）,上海,meituan,2020-06-10,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
198,6108,拌客（武宁路店）,上海,meituan,2020-06-11,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
199,6108,拌客（武宁路店）,上海,meituan,2020-06-12,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
200,6108,拌客（武宁路店）,上海,meituan,2020-06-13,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
201,6108,拌客（武宁路店）,上海,meituan,2020-06-14,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
202,6108,拌客（武宁路店）,上海,meituan,2020-06-15,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
203,6108,拌客（武宁路店）,上海,meituan,2020-06-16,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
204,6108,拌客（武宁路店）,上海,meituan,2020-06-17,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
205,6108,拌客（武宁路店）,上海,meituan,2020-06-18,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
206,6108,拌客（武宁路店）,上海,meituan,2020-06-19,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
207,6108,拌客（武宁路店）,上海,meituan,2020-06-20,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
208,6108,拌客（武宁路店）,上海,meituan,2020-06-21,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
209,6108,拌客（武宁路店）,上海,meituan,2020-06-22,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
210,6108,拌客（武宁路店）,上海,meituan,2020-06-23,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
211,6108,拌客（武宁路店）,上海,meituan,2020-06-24,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
212,6108,拌客（武宁路店）,上海,meituan,2020-06-25,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
213,6108,拌客（武宁路店）,上海,meituan,2020-06-26,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
214,6108,拌客（武宁路店）,上海,meituan,2020-06-27,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
215,6108,拌客（武宁路店）,上海,meituan,2020-06-28,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
216,6108,拌客（武宁路店）,上海,meituan,2020-06-29,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
217,6108,拌客（武宁路店）,上海,meituan,2020-06-30,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
218,6108,拌客（武宁路店）,上海,meituan,2020-07-01,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
219,6108,拌客（武宁路店）,上海,meituan,2020-07-02,9428110,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
220,6108,拌客（武宁路店）,上海,meituan,2020-07-03,9428110,拌客干拌麻辣烫(武宁路店),993.0,20.0,389,510,8,0,214.0,20,41.0
221,6108,拌客（武宁路店）,上海,meituan,2020-07-04,9428110,拌客干拌麻辣烫(武宁路店),1306.0,26.0,509,663,17,0,297.0,26,56.0
222,6108,拌客（武宁路店）,上海,meituan,2020-07-05,9428110,拌客干拌麻辣烫(武宁路店),1400.0,29.0,464,786,31,0,823.0,30,75.0
223,6108,拌客（武宁路店）,上海,meituan,2020-07-06,9428110,拌客干拌麻辣烫(武宁路店),2232.0,49.0,669,1312,80,0,2070.0,49,168.0
224,6108,拌客（武宁路店）,上海,meituan,2020-07-12,9428110,拌客干拌麻辣烫(武宁路店),2967.0,57.0,978,1661,211,0,4064.0,60,245.0
225,6108,拌客（武宁路店）,上海,meituan,2020-07-11,9428110,拌客干拌麻辣烫(武宁路店),3374.0,64.0,1118,1886,230,0,4406.0,67,282.0
226,6108,拌客（武宁路店）,上海,meituan,2020-07-29,9428110,拌客干拌麻辣烫(武宁路店),3300.0,68.0,1031,1907,114,0,2757.0,71,217.0
227,6108,拌客（武宁路店）,上海,meituan,2020-07-25,9428110,拌客干拌麻辣烫(武宁路店),3480.0,69.0,1063,2040,319,0,2333.0,72,179.0
228,6108,拌客（武宁路店）,上海,meituan,2020-07-13,9428110,拌客干拌麻辣烫(武宁路店),4036.0,83.0,1234,2342,299,0,3892.0,87,295.0
229,6108,拌客（武宁路店）,上海,meituan,2020-07-22,9428110,拌客干拌麻辣烫(武宁路店),5141.0,105.0,1714,2864,478,0,4658.0,108,360.0
230,6108,拌客（武宁路店）,上海,meituan,2020-07-24,9428110,拌客干拌麻辣烫(武宁路店),5456.0,109.0,1736,3138,508,0,3579.0,111,289.0
231,6108,拌客（武宁路店）,上海,meituan,2020-07-14,9428110,拌客干拌麻辣烫(武宁路店),5440.0,108.0,1698,3145,461,0,4636.0,113,339.0
232,6108,拌客（武宁路店）,上海,meituan,2020-06-01,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
233,6108,拌客（武宁路店）,上海,meituan,2020-06-02,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
234,6108,拌客（武宁路店）,上海,meituan,2020-06-03,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
235,6108,拌客（武宁路店）,上海,meituan,2020-06-04,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
236,6108,拌客（武宁路店）,上海,meituan,2020-06-05,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
237,6108,拌客（武宁路店）,上海,meituan,2020-06-06,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
238,6108,拌客（武宁路店）,上海,meituan,2020-06-07,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
239,6108,拌客（武宁路店）,上海,meituan,2020-06-08,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
240,6108,拌客（武宁路店）,上海,meituan,2020-06-09,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
241,6108,拌客（武宁路店）,上海,meituan,2020-06-10,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
242,6108,拌客（武宁路店）,上海,meituan,2020-06-11,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
243,6108,拌客（武宁路店）,上海,meituan,2020-06-12,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
244,6108,拌客（武宁路店）,上海,meituan,2020-06-13,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
245,6108,拌客（武宁路店）,上海,meituan,2020-06-14,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
246,6108,拌客（武宁路店）,上海,meituan,2020-06-15,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
247,6108,拌客（武宁路店）,上海,meituan,2020-06-16,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
248,6108,拌客（武宁路店）,上海,meituan,2020-06-17,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
249,6108,拌客（武宁路店）,上海,meituan,2020-06-18,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
250,6108,拌客（武宁路店）,上海,meituan,2020-06-19,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
251,6108,拌客（武宁路店）,上海,meituan,2020-06-20,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
252,6108,拌客（武宁路店）,上海,meituan,2020-06-21,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
253,6108,拌客（武宁路店）,上海,meituan,2020-06-22,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
254,6108,拌客（武宁路店）,上海,meituan,2020-06-23,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
255,6108,拌客（武宁路店）,上海,meituan,2020-06-24,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
256,6108,拌客（武宁路店）,上海,meituan,2020-06-25,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
257,6108,拌客（武宁路店）,上海,meituan,2020-06-26,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
258,6108,拌客（武宁路店）,上海,meituan,2020-06-27,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
259,6108,拌客（武宁路店）,上海,meituan,2020-06-28,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
260,6108,拌客（武宁路店）,上海,meituan,2020-06-29,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
261,6108,拌客（武宁路店）,上海,meituan,2020-06-30,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
262,6108,拌客（武宁路店）,上海,meituan,2020-07-01,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
263,6108,拌客（武宁路店）,上海,meituan,2020-07-02,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
264,6108,拌客（武宁路店）,上海,meituan,2020-07-03,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
265,6108,拌客（武宁路店）,上海,meituan,2020-07-04,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
266,6108,拌客（武宁路店）,上海,meituan,2020-07-05,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
267,6108,拌客（武宁路店）,上海,meituan,2020-07-06,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
268,6108,拌客（武宁路店）,上海,meituan,2020-07-07,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
269,6108,拌客（武宁路店）,上海,meituan,2020-07-08,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
270,6108,拌客（武宁路店）,上海,meituan,2020-07-09,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
271,6108,拌客（武宁路店）,上海,meituan,2020-07-10,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
272,6108,拌客（武宁路店）,上海,meituan,2020-07-11,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
273,6108,拌客（武宁路店）,上海,meituan,2020-07-12,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
274,6108,拌客（武宁路店）,上海,meituan,2020-07-13,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
275,6108,拌客（武宁路店）,上海,meituan,2020-07-14,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
276,6108,拌客（武宁路店）,上海,meituan,2020-07-15,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
277,6108,拌客（武宁路店）,上海,meituan,2020-07-16,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
278,6108,拌客（武宁路店）,上海,meituan,2020-07-17,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
279,6108,拌客（武宁路店）,上海,meituan,2020-07-18,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
280,6108,拌客（武宁路店）,上海,meituan,2020-07-19,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
281,6108,拌客（武宁路店）,上海,meituan,2020-07-20,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
282,6108,拌客（武宁路店）,上海,meituan,2020-07-21,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
283,6108,拌客（武宁路店）,上海,meituan,2020-07-22,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
284,6108,拌客（武宁路店）,上海,meituan,2020-07-23,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
285,6108,拌客（武宁路店）,上海,meituan,2020-07-24,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
286,6108,拌客（武宁路店）,上海,meituan,2020-07-25,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
287,6108,拌客（武宁路店）,上海,meituan,2020-07-26,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
288,6108,拌客（武宁路店）,上海,meituan,2020-07-27,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
289,6108,拌客（武宁路店）,上海,meituan,2020-07-28,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
290,6108,拌客（武宁路店）,上海,meituan,2020-07-29,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
291,6108,拌客（武宁路店）,上海,meituan,2020-07-30,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
292,6108,拌客（武宁路店）,上海,meituan,2020-07-31,9698624,拌客干拌麻辣烫(武宁路店),0.0,,0,0,0,0,,0,
293,6108,拌客（武宁路店）,上海,meituan,2020-07-30,9428110,拌客干拌麻辣烫(武宁路店),3402.0,69.0,1060,1956,109,1,2811.0,73,192.0
294,6108,拌客（武宁路店）,上海,meituan,2020-07-26,9428110,拌客干拌麻辣烫(武宁路店),3700.0,73.0,1163,2139,305,1,3171.0,76,246.0
295,6108,拌客（武宁路店）,上海,meituan,2020-07-28,9428110,拌客干拌麻辣烫(武宁路店),3338.0,74.0,989,1955,99,1,3575.0,78,258.0
296,6108,拌客（武宁路店）,上海,meituan,2020-07-19,9428110,拌客干拌麻辣烫(武宁路店),3775.0,77.0,1269,2086,338,1,3686.0,78,272.0
297,6108,拌客（武宁路店）,上海,meituan,2020-07-18,9428110,拌客干拌麻辣烫(武宁路店),3945.0,79.0,1293,2221,358,1,3971.0,82,275.0
298,6108,拌客（武宁路店）,上海,meituan,2020-07-27,9428110,拌客干拌麻辣烫(武宁路店),4271.0,86.0,1283,2534,204,1,4226.0,89,318.0
299,6108,拌客（武宁路店）,上海,meituan,2020-07-17,9428110,拌客干拌麻辣烫(武宁路店),6541.0,137.0,2195,3634,619,1,6229.0,136,478.0
300,6108,拌客（武宁路店）,上海,meituan,2020-07-15,9428110,拌客干拌麻辣烫(武宁路店),7634.0,155.0,2525,4258,700,1,6937.0,160,552.0
301,6108,拌客（武宁路店）,上海,meituan,2020-07-07,9428110,拌客干拌麻辣烫(武宁路店),2783.0,57.0,881,1589,96,2,2742.0,57,186.0
302,6108,拌客（武宁路店）,上海,meituan,2020-07-31,9428110,拌客干拌麻辣烫(武宁路店),3920.0,87.0,1079,2398,123,2,2653.0,87,209.0
303,6108,拌客（武宁路店）,上海,meituan,2020-07-10,9428110,拌客干拌麻辣烫(武宁路店),4645.0,91.0,1514,2617,338,2,4603.0,95,324.0
304,6108,拌客（武宁路店）,上海,meituan,2020-07-08,9428110,拌客干拌麻辣烫(武宁路店),4979.0,98.0,1618,2824,193,2,4445.0,101,323.0
305,6108,拌客（武宁路店）,上海,meituan,2020-07-23,9428110,拌客干拌麻辣烫(武宁路店),5290.0,107.0,1729,2985,460,2,4180.0,108,323.0
306,6108,拌客（武宁路店）,上海,meituan,2020-07-20,9428110,拌客干拌麻辣烫(武宁路店),5451.0,108.0,1743,3118,469,2,4394.0,111,333.0
307,6108,拌客（武宁路店）,上海,meituan,2020-07-16,9428110,拌客干拌麻辣烫(武宁路店),6503.0,135.0,2273,3514,615,2,6321.0,135,469.0
308,6108,拌客（武宁路店）,上海,meituan,2020-07-21,9428110,拌客干拌麻辣烫(武宁路店),4534.0,97.0,1488,2538,430,3,4329.0,98,345.0
309,6108,拌客（武宁路店）,上海,meituan,2020-07-09,9428110,拌客干拌麻辣烫(武宁路店),4773.0,99.0,1549,2703,337,3,5488.0,99,399.0
